bins,vals
0.001644071098509721,813851.0
0.004620395926208756,2124913.0
0.00759672075390779,2886868.0
0.010573045581606825,3306948.0
0.013549370409305858,3415168.0
0.016525695237004895,3453336.0
0.019502020064703928,3284499.0
0.02247834489240296,2965020.0
0.025454669720101998,2794368.0
0.02843099454780103,2482620.0
0.03140731937550007,2203258.0
0.0343836442031991,2024012.0
0.03735996903089814,1798276.0
0.040336293858597175,1600952.0
0.04331261868629621,1393138.0
0.04628894351399524,1209425.0
0.04926526834169428,1047902.0
0.05224159316939331,930938.0
0.055217917997092344,816901.0
0.05819424282479138,687056.0
0.06117056765249042,649640.0
0.06414689248018945,538923.0
0.06712321730788848,483724.0
0.0700995421355875,397689.0
0.07307586696328655,372927.0
0.07605219179098557,302521.0
0.07902851661868462,289451.0
0.08200484144638365,261393.0
0.08498116627408268,217396.0
0.08795749110178172,170308.0
0.09093381592948074,151025.0
0.0939101407571798,135540.0
0.09688646558487882,114184.0
0.09986279041257787,119543.0
0.10283911524027689,94060.0
0.10581544006797593,89865.0
0.10879176489567496,69835.0
0.11176808972337399,52326.0
0.11474441455107304,57488.0
0.11772073937877206,48772.0
0.12069706420647111,51257.0
0.12367338903417013,30284.0
0.12664971386186918,26200.0
0.1296260386895682,25216.0
0.13260236351726723,17162.0
0.13557868834496628,14798.0
0.1385550131726653,12080.0
0.14153133800036433,12601.0
0.14450766282806338,12342.0
0.14748398765576243,10181.0
0.15046031248346145,6032.0
0.15343663731116047,7823.0
0.15641296213885952,6342.0
0.15938928696655855,5700.0
0.16236561179425757,5032.0
0.16534193662195662,6894.0
0.16831826144965567,4741.0
0.17129458627735467,3924.0
0.17427091110505372,2687.0
0.17724723593275277,4629.0
0.1802235607604518,1675.0
0.1831998855881508,415.0
0.18617621041584986,196.0
0.1891525352435489,1180.0
0.1921288600712479,852.0
0.19510518489894696,0.0
0.198081509726646,0.0
0.20105783455434503,354.0
0.20403415938204406,620.0
0.2070104842097431,113.0
0.20998680903744216,21.0
0.21296313386514115,0.0
0.2159394586928402,0.0
0.21891578352053925,240.0
0.22189210834823828,0.0
0.2248684331759373,350.0
