bins,vals
0.0016132114046174526,674778.0
0.004625913938012432,2000983.0
0.0076386164714074105,2793847.0
0.01065131900480239,3251243.0
0.01366402153819737,3426523.0
0.016676724071592347,3432702.0
0.019689426604987327,3280728.0
0.022702129138382307,3112197.0
0.025714831671777287,2900491.0
0.028727534205172267,2590190.0
0.03174023673856725,2310268.0
0.03475293927196222,2082183.0
0.0377656418053572,1750887.0
0.04077834433875217,1502502.0
0.04379104687214716,1379446.0
0.04680374940554213,1204720.0
0.04981645193893712,1055720.0
0.05282915447233209,894612.0
0.05584185700572708,803480.0
0.05885455953912205,747175.0
0.06186726207251704,617877.0
0.06487996460591203,565476.0
0.067892667139307,467847.0
0.07090536967270197,430140.0
0.07391807220609695,370701.0
0.07693077473949193,304874.0
0.07994347727288692,266525.0
0.0829561798062819,236944.0
0.08596888233967687,237172.0
0.08898158487307185,188583.0
0.09199428740646684,154643.0
0.09500698993986181,150815.0
0.09801969247325679,114689.0
0.10103239500665176,99145.0
0.10404509754004675,89098.0
0.10705780007344173,92750.0
0.1100705026068367,68582.0
0.11308320514023168,54759.0
0.11609590767362667,43343.0
0.11910861020702165,58177.0
0.12212131274041663,47385.0
0.1251340152738116,31835.0
0.12814671780720657,28366.0
0.13115942034060157,26501.0
0.13417212287399655,29542.0
0.13718482540739152,23734.0
0.1401975279407865,19417.0
0.14321023047418147,17125.0
0.14622293300757644,12599.0
0.14923563554097144,15753.0
0.1522483380743664,7752.0
0.15526104060776139,4952.0
0.1582737431411564,7472.0
0.16128644567455136,9786.0
0.16429914820794633,6230.0
0.1673118507413413,6023.0
0.17032455327473628,2523.0
0.17333725580813125,2159.0
0.17634995834152625,3059.0
0.17936266087492123,5667.0
0.1823753634083162,3227.0
0.1853880659417112,1782.0
0.18840076847510617,747.0
0.19141347100850115,1073.0
0.19442617354189612,1236.0
0.1974388760752911,0.0
0.20045157860868607,350.0
0.20346428114208107,554.0
0.20647698367547604,1260.0
0.209489686208871,0.0
0.212502388742266,0.0
0.21551509127566099,715.0
0.21852779380905596,1069.0
0.22154049634245093,669.0
0.2245531988758459,0.0
0.22756590140924088,623.0
