bins,vals
0.0018534640995529032,982606.0
0.005235897359202532,2534133.0
0.008618330618852161,3267459.0
0.01200076387850179,3693972.0
0.015383197138151419,3883773.0
0.018765630397801047,3791739.0
0.02214806365745068,3490425.0
0.025530496917100305,3314282.0
0.028912930176749937,2770446.0
0.03229536343639956,2503155.0
0.03567779669604919,2218716.0
0.03906022995569882,1877582.0
0.042442663215348446,1627764.0
0.04582509647499808,1390690.0
0.049207529734647704,1208513.0
0.052589962994297336,1121002.0
0.05597239625394696,933616.0
0.059354829513596594,786665.0
0.06273726277324623,686973.0
0.06611969603289586,591298.0
0.06950212929254548,480976.0
0.07288456255219511,396424.0
0.07626699581184475,377889.0
0.07964942907149437,310519.0
0.083031862331144,265641.0
0.08641429559079362,255961.0
0.08979672885044326,193382.0
0.09317916211009289,175760.0
0.09656159536974251,152612.0
0.09994402862939214,134495.0
0.10332646188904178,111152.0
0.1067088951486914,84629.0
0.11009132840834103,73890.0
0.11347376166799066,63794.0
0.1168561949276403,62833.0
0.12023862818728992,49032.0
0.12362106144693955,42837.0
0.12700349470658917,38646.0
0.13038592796623882,22774.0
0.13376836122588842,22533.0
0.13715079448553807,21090.0
0.14053322774518767,13915.0
0.14391566100483733,17391.0
0.14729809426448695,13723.0
0.15068052752413658,8363.0
0.15406296078378623,9764.0
0.15744539404343583,5893.0
0.16082782730308548,7451.0
0.16421026056273508,3005.0
0.16759269382238473,5505.0
0.17097512708203433,4128.0
0.17435756034168398,2703.0
0.1777399936013336,2971.0
0.18112242686098323,3485.0
0.18450486012063289,2373.0
0.18788729338028248,2894.0
0.19126972663993214,2270.0
0.19465215989958173,1392.0
0.1980345931592314,2098.0
0.201417026418881,1836.0
0.20479945967853064,64.0
0.2081818929381803,1571.0
0.2115643261978299,0.0
0.21494675945747954,1556.0
0.21832919271712914,0.0
0.2217116259767788,0.0
0.2250940592364284,21.0
0.22847649249607804,0.0
0.23185892575572767,0.0
0.2352413590153773,0.0
0.23862379227502695,0.0
0.24200622553467654,0.0
0.2453886587943262,0.0
0.24877109205397582,65.0
0.25215352531362545,0.0
0.25553595857327505,1885.0
