bins,vals
0.0017486374107624335,790549.0
0.005000411249689939,2275006.0
0.008252185088617444,3093061.0
0.011503958927544949,3491956.0
0.014755732766472452,3600412.0
0.01800750660539996,3552878.0
0.021259280444327462,3452388.0
0.02451105428325497,3133913.0
0.027762828122182472,2847703.0
0.031014601961109976,2537246.0
0.03426637580003748,2276954.0
0.03751814963896499,2021902.0
0.04076992347789249,1737532.0
0.04402169731682,1558916.0
0.04727347115574751,1356665.0
0.050525244994675006,1202374.0
0.053777018833602516,984536.0
0.05702879267253001,880230.0
0.06028056651145752,684063.0
0.06353234035038503,652308.0
0.06678411418931254,567744.0
0.07003588802824004,481261.0
0.07328766186716755,414929.0
0.07653943570609506,344670.0
0.07979120954502256,310101.0
0.08304298338395007,246371.0
0.08629475722287758,238631.0
0.08954653106180507,198181.0
0.09279830490073258,167684.0
0.0960500787396601,136747.0
0.09930185257858759,118620.0
0.10255362641751509,115639.0
0.10580540025644261,95279.0
0.10905717409537011,82723.0
0.1123089479342976,68399.0
0.11556072177322511,53385.0
0.11881249561215262,48972.0
0.12206426945108012,42277.0
0.12531604329000762,33830.0
0.1285678171289351,34920.0
0.1318195909678626,26409.0
0.13507136480679013,21463.0
0.13832313864571763,22284.0
0.14157491248464515,19860.0
0.14482668632357265,16095.0
0.14807846016250015,13091.0
0.15133023400142764,14236.0
0.15458200784035517,8238.0
0.15783378167928266,8827.0
0.1610855555182102,5854.0
0.16433732935713768,7614.0
0.16758910319606518,6627.0
0.17084087703499268,3478.0
0.1740926508739202,3241.0
0.1773444247128477,4490.0
0.18059619855177522,3479.0
0.18384797239070272,1836.0
0.18709974622963021,2123.0
0.1903515200685577,2221.0
0.1936032939074852,134.0
0.19685506774641273,783.0
0.20010684158534023,376.0
0.20335861542426775,375.0
0.20661038926319525,0.0
0.20986216310212275,0.0
0.21311393694105024,653.0
0.21636571077997777,138.0
0.21961748461890526,1309.0
0.2228692584578328,0.0
0.22612103229676028,140.0
0.22937280613568778,0.0
0.23262457997461528,141.0
0.23587635381354277,0.0
0.2391281276524703,1021.0
0.2423799014913978,0.0
0.24563167533032532,509.0
