bins,vals
0.001695212382023201,872902.0
0.0049768989397256155,2365620.0
0.00825858549742803,3119980.0
0.011540272055130444,3566144.0
0.014821958612832859,3642652.0
0.018103645170535275,3648832.0
0.021385331728237686,3459824.0
0.024667018285940104,3175011.0
0.027948704843642515,2903693.0
0.03123039140134493,2502793.0
0.034512077959047344,2221079.0
0.037793764516749755,1970471.0
0.04107545107445217,1732298.0
0.044357137632154583,1486954.0
0.047638824189857,1300038.0
0.05092051074755941,1076655.0
0.05420219730526183,943492.0
0.05748388386296424,878869.0
0.06076557042066666,720474.0
0.06404725697836908,618581.0
0.0673289435360715,549061.0
0.07061063009377391,455379.0
0.07389231665147632,411784.0
0.07717400320917873,343136.0
0.08045568976688115,295849.0
0.08373737632458357,279079.0
0.08701906288228597,208929.0
0.09030074943998839,193426.0
0.09358243599769081,176262.0
0.09686412255539323,144789.0
0.10014580911309563,113012.0
0.10342749567079805,111766.0
0.10670918222850047,92781.0
0.10999086878620289,69578.0
0.11327255534390529,78050.0
0.11655424190160771,57675.0
0.11983592845931013,45216.0
0.12311761501701254,37441.0
0.12639930157471496,37442.0
0.12968098813241735,35763.0
0.1329626746901198,26684.0
0.1362443612478222,24997.0
0.13952604780552463,20916.0
0.14280773436322702,18507.0
0.1460894209209294,12378.0
0.14937110747863186,9433.0
0.15265279403633425,14895.0
0.1559344805940367,7068.0
0.15921616715173909,7330.0
0.16249785370944153,6815.0
0.16577954026714392,7706.0
0.16906122682484637,3254.0
0.17234291338254876,3623.0
0.17562459994025115,5920.0
0.1789062864979536,4490.0
0.18218797305565598,1085.0
0.18546965961335843,788.0
0.18875134617106082,810.0
0.19203303272876326,1452.0
0.19531471928646565,0.0
0.19859640584416804,735.0
0.2018780924018705,1534.0
0.20515977895957288,106.0
0.20844146551727533,1361.0
0.21172315207497772,0.0
0.21500483863268016,1661.0
0.21828652519038255,58.0
0.221568211748085,776.0
0.2248498983057874,0.0
0.22813158486348978,725.0
0.23141327142119222,0.0
0.2346949579788946,56.0
0.23797664453659706,0.0
0.24125833109429945,0.0
0.2445400176520019,0.0
0.24782170420970429,57.0
