bins,vals
0.001834208589037283,1029456.0
0.0052204124207005315,2581241.0
0.00860661625236378,3380922.0
0.01199282008402703,3686753.0
0.015379023915690276,3847840.0
0.018765227747353525,3798449.0
0.02215143157901677,3538555.0
0.02553763541068002,3133573.0
0.02892383924234327,2820990.0
0.03231004307400652,2468326.0
0.03569624690566976,2205745.0
0.03908245073733302,1861344.0
0.04246865456899626,1649485.0
0.04585485840065951,1399489.0
0.04924106223232276,1204058.0
0.052627266063986,1024624.0
0.05601346989564926,907620.0
0.0593996737273125,824442.0
0.06278587755897576,685918.0
0.066172081390639,564961.0
0.06955828522230226,475466.0
0.0729444890539655,432194.0
0.07633069288562874,379886.0
0.07971689671729199,308131.0
0.08310310054895524,268229.0
0.0864893043806185,245523.0
0.08987550821228174,209964.0
0.09326171204394498,169077.0
0.09664791587560823,160294.0
0.10003411970727148,125182.0
0.10342032353893474,113033.0
0.10680652737059798,85095.0
0.11019273120226122,84680.0
0.11357893503392447,57440.0
0.11696513886558772,67574.0
0.12035134269725098,49998.0
0.12373754652891422,48133.0
0.1271237503605775,37616.0
0.1305099541922407,25113.0
0.13389615802390398,20793.0
0.1372823618555672,22696.0
0.14066856568723046,18250.0
0.14405476951889373,19849.0
0.14744097335055695,13029.0
0.15082717718222022,11141.0
0.15421338101388343,11058.0
0.1575995848455467,7687.0
0.16098578867720997,10096.0
0.1643719925088732,3320.0
0.16775819634053646,4832.0
0.17114440017219967,4474.0
0.17453060400386294,6165.0
0.17791680783552621,2104.0
0.18130301166718943,815.0
0.1846892154988527,1899.0
0.1880754193305159,1213.0
0.19146162316217918,2143.0
0.19484782699384245,948.0
0.19823403082550567,2851.0
0.20162023465716894,861.0
0.20500643848883215,1778.0
0.20839264232049542,0.0
0.2117788461521587,667.0
0.2151650499838219,865.0
0.21855125381548518,0.0
0.2219374576471484,0.0
0.22532366147881167,0.0
0.22870986531047494,866.0
0.23209606914213815,0.0
0.23548227297380142,0.0
0.23886847680546464,0.0
0.2422546806371279,664.0
0.24564088446879118,0.0
0.24902708830045442,0.0
0.25241329213211766,0.0
0.25579949596378093,517.0
